year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",72.00,5.00,2.46,1.00,0.73,0.00,0.81,0.00,0.00,672.00,61.00,574.00,20.00,0.00,17.00
2023,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,7.00,4.25,0.00,1.00,0.00,1.75,0.00,0.00,348.00,252.00,0.00,33.00,0.00,63.00
2023,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",95.00,10.00,5.94,0.00,1.06,0.00,3.00,0.00,0.00,859.00,536.00,0.00,47.00,0.00,276.00
2023,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",23.00,2.00,0.56,0.00,0.00,0.00,1.44,1.00,0.00,75.00,9.00,0.00,0.00,0.00,66.00
2023,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2111.00,256.00,76.88,8.75,52.43,0.00,117.94,1.00,0.00,21424.00,8906.00,732.00,1487.00,0.00,10299.00
2023,12,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",56.00,7.00,3.00,1.00,1.21,0.00,1.79,0.00,2.00,325.00,168.00,28.00,46.00,0.00,83.00
2023,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",48.00,13.00,5.09,0.00,7.07,0.00,0.85,0.00,0.00,910.00,547.00,0.00,286.00,0.00,77.00
2023,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",82.00,12.00,4.96,0.00,2.89,0.00,4.15,1.00,0.00,684.00,292.00,0.00,152.00,0.00,240.00
2023,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",33.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,852.00,36.00,816.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",35.00,6.00,1.76,0.00,0.29,0.00,3.95,0.00,0.00,1216.00,961.00,0.00,77.00,0.00,178.00
2023,12,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",50.00,3.00,0.15,0.00,0.55,0.00,2.30,1.00,0.00,335.00,14.00,0.00,56.00,0.00,265.00
2023,12,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",74.00,10.00,2.87,0.00,0.55,0.00,6.58,1.00,2.00,449.00,70.00,0.00,17.00,0.00,362.00
2023,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",122.00,12.00,6.41,0.00,2.80,0.00,2.80,1.00,0.00,850.00,548.00,0.00,99.00,0.00,203.00
2023,12,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,4.00,2.00,0.00,0.25,0.00,1.75,0.00,0.00,122.00,82.00,0.00,4.00,0.00,36.00
2023,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",61.00,7.00,1.55,0.00,3.45,0.00,2.00,0.00,0.00,280.00,61.00,0.00,104.00,0.00,115.00
2023,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",16.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",16.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,129.00,0.00,0.00,0.00,0.00,129.00
2023,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",97.00,10.00,4.23,1.00,1.90,0.00,2.87,3.00,1.00,1284.00,178.00,638.00,151.00,0.00,317.00
2023,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",203.00,23.00,8.37,0.00,4.64,1.00,8.99,2.00,0.00,1351.00,530.00,0.00,97.00,242.00,482.00
2023,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",70.00,8.00,3.20,0.00,3.79,0.00,1.01,1.00,0.00,742.00,318.00,0.00,265.00,0.00,159.00
2023,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",108.00,19.00,7.69,0.00,8.11,0.00,3.20,0.00,0.00,1017.00,423.00,0.00,256.00,0.00,338.00
2023,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",63.00,8.00,5.07,0.00,1.19,0.00,1.74,0.00,0.00,667.00,427.00,0.00,55.00,0.00,185.00
2023,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",124.00,17.00,5.88,0.00,6.04,0.00,5.08,1.00,0.00,857.00,329.00,0.00,171.00,0.00,357.00
2023,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",146.00,24.00,6.30,0.00,10.14,0.00,7.55,1.00,0.00,1341.00,503.00,0.00,277.00,0.00,561.00
2023,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",19.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,55.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",251.00,23.00,12.75,1.00,2.06,0.00,7.19,1.00,0.00,1045.00,535.00,107.00,49.00,0.00,354.00
2023,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",244.00,36.00,14.15,0.34,12.82,0.00,8.69,3.00,0.00,2184.00,665.00,145.00,521.00,0.00,853.00
2023,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",73.00,8.00,7.99,0.00,0.01,0.00,0.00,0.00,0.00,816.00,813.00,0.00,3.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",566.00,68.00,25.18,2.79,12.16,0.00,27.87,6.00,0.00,5150.00,2595.00,126.00,408.00,0.00,2021.00
2023,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,7.00,2.86,1.63,2.23,0.00,0.28,1.00,0.00,816.00,59.00,676.00,74.00,0.00,7.00
2023,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",56.00,3.00,1.96,0.00,0.42,0.00,0.61,0.00,0.00,810.00,697.00,0.00,46.00,0.00,67.00
2023,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",141.00,30.00,8.80,0.00,16.93,0.00,4.28,1.00,1.00,1634.00,624.00,0.00,540.00,0.00,470.00
2023,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,2.00,1.22,0.00,0.10,0.00,0.69,0.00,0.00,126.00,61.00,0.00,8.00,0.00,57.00
2023,12,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",198.00,12.00,3.41,0.00,3.64,0.00,4.95,1.00,0.00,643.00,166.00,0.00,107.00,0.00,370.00
2023,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1371.00,120.00,35.65,3.39,31.16,0.00,49.80,6.00,5.00,10308.00,4343.00,151.00,1251.00,0.00,4563.00
2023,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",108.00,16.00,4.78,0.00,8.63,0.00,2.59,2.00,0.00,772.00,334.00,0.00,276.00,0.00,162.00
2023,12,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.00,5.00,1.89,2.72,0.00,0.39,0.00,0.00,1.00,1894.00,67.00,1818.00,0.00,9.00,0.00
2023,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",48.00,4.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,616.00,108.00,490.00,18.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",28.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",32.00,7.00,1.39,0.52,3.90,0.00,1.20,0.00,0.00,377.00,144.00,48.00,116.00,0.00,69.00
2023,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",37.00,3.00,0.87,2.00,0.00,0.00,0.13,0.00,0.00,198.00,59.00,130.00,0.00,0.00,9.00
2023,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",44.00,7.00,0.00,2.89,2.11,0.00,2.00,7.00,0.00,1676.00,0.00,1412.00,104.00,0.00,160.00
2023,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",2.00,2.00,0.94,0.00,1.06,0.00,0.00,0.00,0.00,40.00,17.00,0.00,23.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",20.00,5.00,1.72,1.00,0.39,0.00,1.88,0.00,0.00,258.00,98.00,39.00,15.00,0.00,106.00
2023,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",65.00,7.00,3.12,0.00,1.63,0.00,2.25,0.00,0.00,535.00,183.00,0.00,60.00,0.00,292.00
2023,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",85.00,8.00,3.23,1.00,2.28,0.00,1.50,1.00,0.00,301.00,169.00,20.00,63.00,0.00,49.00
2023,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",110.00,7.00,2.84,0.00,0.24,0.00,3.92,1.00,0.00,367.00,93.00,0.00,11.00,0.00,263.00
2023,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",94.00,11.00,4.13,0.00,2.20,0.00,4.67,1.00,0.00,642.00,355.00,0.00,60.00,0.00,227.00
2023,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,6.00,2.42,0.00,1.63,0.00,1.95,0.00,1.00,118.00,45.00,0.00,34.00,0.00,39.00
2023,12,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",81.00,8.00,3.90,0.00,3.55,0.00,0.55,1.00,1.00,363.00,195.00,0.00,150.00,0.00,18.00
2023,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",68.00,9.00,5.05,0.00,1.00,0.00,2.95,0.00,0.00,609.00,439.00,0.00,53.00,0.00,117.00
2023,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",40.00,5.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,165.00,113.00,0.00,18.00,0.00,34.00
2023,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",22.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,42.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",72.00,9.00,3.81,1.00,1.19,0.00,3.00,1.00,0.00,478.00,228.00,113.00,25.00,0.00,112.00
2023,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",171.00,18.00,6.13,0.00,2.31,0.00,9.56,2.00,0.00,1190.00,289.00,0.00,94.00,0.00,807.00
2023,12,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,7.00,2.85,0.83,0.02,0.00,3.30,0.00,0.00,2041.00,876.00,700.00,16.00,0.00,449.00
2023,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",34.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1012.00,1012.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",58.00,8.00,2.00,0.00,2.52,0.00,3.48,2.00,0.00,507.00,146.00,0.00,63.00,0.00,298.00
2023,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1484.00,166.00,48.06,7.70,56.57,0.00,53.67,19.00,0.00,17136.00,5363.00,1192.00,4514.00,0.00,6067.00
2023,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",65.00,9.00,5.00,0.00,0.00,0.00,4.00,0.00,0.00,570.00,245.00,0.00,0.00,0.00,325.00
2023,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",95.00,11.00,4.08,0.00,2.46,0.00,4.46,0.00,0.00,526.00,258.00,0.00,130.00,0.00,138.00
2023,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",71.00,11.00,9.70,0.00,0.21,0.00,1.10,0.00,1.00,775.00,682.00,0.00,15.00,0.00,78.00
2023,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2499.00,287.00,74.06,11.11,111.97,0.00,89.85,41.00,3.00,20731.00,6970.00,1318.00,6667.00,0.00,5776.00
2023,12,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",26.00,3.00,0.89,0.00,1.12,0.00,0.99,0.00,0.00,366.00,206.00,0.00,70.00,0.00,90.00
2023,12,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",137.00,7.00,2.00,0.00,4.00,0.00,1.00,2.00,1.00,313.00,153.00,0.00,116.00,0.00,44.00
2023,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",23.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",73.00,8.00,4.84,0.00,1.46,0.00,1.70,1.00,0.00,394.00,222.00,0.00,75.00,0.00,97.00
2023,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",50.00,5.00,3.51,0.00,1.00,0.00,0.49,0.00,0.00,200.00,128.00,0.00,46.00,0.00,26.00
2023,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",16.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,184.00,0.00,0.00,184.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",47.00,6.00,1.00,0.18,0.97,0.00,3.85,0.00,0.00,344.00,126.00,10.00,28.00,0.00,180.00
2023,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,7.00,2.69,1.00,1.54,0.00,1.77,0.00,0.00,806.00,97.00,619.00,35.00,0.00,55.00
2023,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,3.00,2.17,0.00,0.00,0.00,0.83,0.00,0.00,96.00,72.00,0.00,0.00,0.00,24.00
2023,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",82.00,5.00,2.23,0.00,0.77,0.00,2.00,0.00,0.00,304.00,70.00,0.00,49.00,0.00,185.00
2023,12,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31.00,2.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,55.00,55.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",122.00,14.00,3.60,1.80,3.03,0.00,5.57,0.00,0.00,656.00,143.00,79.00,67.00,0.00,367.00
2023,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",660.00,60.00,21.63,4.12,9.50,0.00,24.75,9.00,0.00,6216.00,1925.00,1381.00,386.00,0.00,2524.00
2023,12,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",58.00,11.00,4.49,0.00,1.56,0.00,4.95,1.00,0.00,533.00,252.00,0.00,75.00,0.00,206.00
2023,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",40.00,6.00,2.02,0.00,0.00,0.00,3.98,0.00,0.00,293.00,97.00,0.00,0.00,0.00,196.00
2023,12,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",86.00,7.00,4.64,0.00,1.53,0.00,0.83,0.00,0.00,311.00,172.00,0.00,99.00,0.00,40.00
2023,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",13.00,2.00,0.18,1.39,0.02,0.00,0.40,0.00,0.00,298.00,47.00,147.00,1.00,0.00,103.00
2023,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",169.00,16.00,2.06,0.00,4.41,0.00,9.53,3.00,1.00,1211.00,147.00,0.00,206.00,0.00,858.00
2023,12,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",19.00,2.00,0.72,1.00,0.28,0.00,0.00,0.00,0.00,67.00,28.00,28.00,11.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",13.00,1.00,0.25,0.00,0.00,0.00,0.75,0.00,0.00,107.00,27.00,0.00,0.00,0.00,80.00
2023,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",67.00,5.00,2.91,0.00,0.13,0.00,1.97,1.00,0.00,367.00,230.00,0.00,3.00,0.00,134.00
2023,12,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",31.00,6.00,0.63,0.00,4.38,0.00,1.00,0.00,0.00,201.00,15.00,0.00,105.00,0.00,81.00
2023,12,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",86.00,11.00,2.64,0.00,2.28,0.00,6.08,1.00,2.00,587.00,135.00,0.00,53.00,0.00,399.00
2023,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",155.00,16.00,4.12,0.00,5.19,0.00,6.69,3.00,1.00,861.00,163.00,0.00,273.00,0.00,425.00
2023,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",538.00,71.00,21.54,0.50,13.46,0.00,35.50,6.00,1.00,5129.00,2224.00,12.00,547.00,0.00,2346.00
2023,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",242.00,21.00,5.89,0.00,8.42,0.00,6.69,2.00,0.00,1045.00,256.00,0.00,258.00,0.00,531.00
2023,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",79.00,11.00,6.07,0.00,2.10,0.00,2.83,0.00,1.00,576.00,354.00,0.00,65.00,0.00,157.00
2023,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",252.00,24.00,9.61,0.00,2.46,0.00,11.92,3.00,1.00,1492.00,545.00,0.00,98.00,0.00,849.00
2023,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",16.00,4.00,2.40,0.00,0.16,0.00,1.45,0.00,0.00,175.00,104.00,0.00,7.00,0.00,64.00
2023,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",16.00,5.00,0.93,0.00,3.12,0.00,0.95,0.00,0.00,333.00,155.00,0.00,104.00,0.00,74.00
2023,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",166.00,23.00,6.59,0.94,7.22,0.00,8.25,3.00,1.00,2164.00,359.00,645.00,389.00,0.00,771.00
2023,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",51.00,5.00,3.65,0.00,0.03,0.00,1.33,0.00,0.00,367.00,316.00,0.00,1.00,0.00,50.00
2023,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",48.00,6.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,150.00,69.00,40.00,20.00,0.00,21.00
2023,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",43.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,77.00,35.00,0.00,0.00,0.00,42.00
2023,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",132.00,14.00,5.27,0.00,2.48,0.00,6.25,2.00,0.00,555.00,157.00,0.00,79.00,0.00,319.00
2023,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",170.00,17.00,4.45,0.85,4.94,0.00,6.76,1.00,0.00,1707.00,287.00,617.00,132.00,0.00,671.00
2023,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",18.00,2.00,1.53,0.00,0.23,0.00,0.25,0.00,0.00,205.00,180.00,0.00,12.00,0.00,13.00
2023,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",92.00,6.00,2.00,1.00,0.11,0.00,2.89,0.00,1.00,531.00,158.00,70.00,15.00,0.00,288.00
2023,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",22.00,3.00,0.25,0.00,1.04,0.00,1.70,0.00,0.00,133.00,18.00,0.00,42.00,0.00,73.00
2023,12,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",20.00,2.00,0.00,0.99,0.00,0.00,1.01,0.00,0.00,232.00,0.00,198.00,0.00,0.00,34.00
2023,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",200.00,22.00,11.89,0.00,2.04,0.00,8.08,1.00,0.00,1178.00,643.00,0.00,52.00,0.00,483.00
2023,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62.00,5.00,2.91,0.00,0.09,0.00,2.00,0.00,0.00,303.00,234.00,0.00,12.00,0.00,57.00
2023,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",76.00,8.00,5.92,0.00,0.13,0.00,1.95,0.00,1.00,565.00,326.00,0.00,18.00,0.00,221.00
2023,12,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",259.00,35.00,18.08,0.00,3.14,0.00,13.77,0.00,0.00,2142.00,1205.00,0.00,97.00,0.00,840.00
2023,12,AA,American Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,12,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",120.00,21.00,8.01,0.10,3.51,1.00,8.37,0.00,1.00,1478.00,751.00,7.00,91.00,23.00,606.00
2023,12,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",60.00,16.00,6.47,0.99,3.41,0.00,5.13,0.00,0.00,846.00,303.00,136.00,80.00,0.00,327.00
2023,12,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31.00,3.00,0.09,0.00,1.95,0.00,0.95,0.00,0.00,208.00,8.00,0.00,52.00,0.00,148.00
2023,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",621.00,141.00,54.30,1.30,31.59,1.12,52.68,0.00,0.00,8562.00,3464.00,52.00,1091.00,47.00,3908.00
2023,12,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1214.00,247.00,72.62,2.27,85.34,1.36,85.41,0.00,1.00,12022.00,3843.00,68.00,2745.00,127.00,5239.00
2023,12,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",30.00,8.00,3.40,0.00,2.08,0.00,2.52,0.00,0.00,200.00,86.00,0.00,34.00,0.00,80.00
2023,12,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",56.00,13.00,9.11,0.00,1.29,0.00,2.60,0.00,0.00,850.00,540.00,0.00,37.00,0.00,273.00
2023,12,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",252.00,59.00,21.45,5.07,8.48,0.00,24.01,0.00,2.00,6015.00,1574.00,2103.00,282.00,0.00,2056.00
2023,12,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",63.00,10.00,4.16,0.00,1.13,0.00,4.71,0.00,0.00,381.00,141.00,0.00,26.00,0.00,214.00
2023,12,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",65.00,19.00,7.36,0.00,0.78,0.00,10.86,0.00,0.00,1005.00,302.00,0.00,30.00,0.00,673.00
2023,12,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",572.00,126.00,41.69,0.45,21.65,0.04,62.17,0.00,0.00,7887.00,2040.00,31.00,649.00,3.00,5164.00
2023,12,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",83.00,8.00,2.88,0.00,4.27,0.00,0.85,0.00,0.00,228.00,111.00,0.00,94.00,0.00,23.00
2023,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1268.00,261.00,70.44,2.86,82.13,0.84,104.73,4.00,3.00,16428.00,4062.00,239.00,3192.00,21.00,8914.00
2023,12,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,12,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",123.00,34.00,16.93,0.00,4.24,0.00,12.83,0.00,0.00,2829.00,1424.00,0.00,174.00,0.00,1231.00
2023,12,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",103.00,16.00,6.13,0.00,5.16,0.00,4.71,0.00,1.00,621.00,203.00,0.00,169.00,0.00,249.00
2023,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",276.00,54.00,19.13,0.70,6.61,0.90,26.66,0.00,0.00,4740.00,1808.00,62.00,233.00,129.00,2508.00
2023,12,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",54.00,5.00,2.10,0.00,2.12,0.00,0.79,0.00,0.00,289.00,117.00,0.00,134.00,0.00,38.00
2023,12,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",61.00,18.00,5.94,0.00,3.52,0.00,8.54,0.00,1.00,1398.00,696.00,0.00,167.00,0.00,535.00
2023,12,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",263.00,56.00,23.73,0.55,4.93,0.00,26.79,0.00,0.00,2995.00,1271.00,45.00,140.00,0.00,1539.00
